Date,Open,High,Low,Close,Adj Close,Volume
1990-01-02,33.74335479736328,34.87010955810547,33.387535095214844,34.87010955810547,10.599824905395508,1663072
1990-01-03,34.98871612548828,35.93756103515625,34.929412841796875,35.52244186401367,10.798115730285645,2700753
1990-01-04,35.34453201293945,35.58174514770508,34.51428985595703,34.929412841796875,10.617852210998535,2521588
1990-01-05,34.81080627441406,35.10731887817383,34.51428985595703,34.751502990722656,10.56377124786377,1340575
1990-01-08,34.51428985595703,34.87010955810547,34.395687103271484,34.57359313964844,10.509690284729004,1228228
1990-01-09,34.632896423339844,34.751502990722656,33.80265808105469,33.98056411743164,10.329424858093262,1459456
1990-01-10,33.684051513671875,33.684051513671875,32.972415924072266,33.62474822998047,10.221261978149414,1780688
1990-01-11,33.86195755004883,33.98056411743164,33.44683837890625,33.62474822998047,10.221261978149414,1628925
1990-01-12,33.03171920776367,33.62474822998047,32.73520278930664,32.79450607299805,9.968881607055664,1945942
1990-01-15,32.73520278930664,32.91311264038086,32.08287048339844,32.08287048339844,9.752565383911133,1764247
1990-01-16,31.727054595947266,32.972415924072266,31.54914665222168,32.85380935668945,9.986907958984375,2727522
1990-01-17,32.972415924072266,33.03171920776367,32.142173767089844,32.20147705078125,9.788612365722656,1827061
1990-01-18,31.845661163330078,32.32008361816406,31.489843368530273,32.260780334472656,9.806641578674316,1554519
1990-01-19,32.260780334472656,32.73520278930664,32.20147705078125,32.61659622192383,9.914800643920898,1564426
1990-01-22,32.61659622192383,32.675899505615234,31.311933517456055,31.489843368530273,9.572288513183594,1522059
1990-01-23,31.608449935913086,32.260780334472656,31.193328857421875,31.430540084838867,9.554261207580566,1741061
1990-01-24,31.074722290039062,31.727054595947266,30.83751106262207,31.54914665222168,9.59031867980957,1376830
1990-01-25,31.66775131225586,31.786357879638672,30.600299835205078,30.83751106262207,9.37399673461914,1394957
1990-01-26,30.718904495239258,30.896814346313477,30.244482040405273,30.83751106262207,9.37399673461914,1461353
1990-01-29,31.074722290039062,31.193328857421875,30.30378532409668,30.718904495239258,9.337943077087402,995735
1990-01-30,30.778207778930664,31.25263214111328,30.185178756713867,31.13402557373047,9.464132308959961,1300526
1990-01-31,30.00727081298828,30.363088607788086,29.651453018188477,30.30378532409668,9.211749076843262,3315183
1990-02-01,30.244482040405273,30.30378532409668,29.710756301879883,29.829362869262695,9.06754207611084,1726939
1990-02-02,29.88866424560547,30.540996551513672,29.829362869262695,30.244482040405273,9.19372272491455,1925074
1990-02-05,30.066572189331055,30.244482040405273,29.829362869262695,30.00727081298828,9.121618270874023,788958
1990-02-06,30.066572189331055,30.12587547302246,29.829362869262695,30.12587547302246,9.157670974731445,1019765
1990-02-07,29.947967529296875,30.481693267822266,29.77005958557129,30.185178756713867,9.175700187683105,1412030
1990-02-08,30.12587547302246,30.363088607788086,29.710756301879883,29.829362869262695,9.06754207611084,1281135
1990-02-09,30.066572189331055,30.244482040405273,29.710756301879883,30.244482040405273,9.19372272491455,1429947
1990-02-12,30.244482040405273,30.244482040405273,29.88866424560547,29.88866424560547,9.085562705993652,812566
1990-02-13,29.829362869262695,30.00727081298828,29.77005958557129,29.88866424560547,9.085562705993652,990044
1990-02-14,29.88866424560547,30.066572189331055,29.829362869262695,30.00727081298828,9.121618270874023,1146023
1990-02-15,30.00727081298828,30.481693267822266,30.00727081298828,30.30378532409668,9.211749076843262,962432
1990-02-16,30.363088607788086,30.540996551513672,30.12587547302246,30.30378532409668,9.211749076843262,1847085
1990-02-20,30.12587547302246,30.244482040405273,29.77005958557129,29.88866424560547,9.085562705993652,1140332
1990-02-21,29.59214973449707,29.77005958557129,29.532846450805664,29.77005958557129,9.049515724182129,1272282
1990-02-22,29.77005958557129,30.244482040405273,29.77005958557129,29.829362869262695,9.06754207611084,1276708
1990-02-23,29.59214973449707,30.12587547302246,29.59214973449707,29.88866424560547,9.085562705993652,1084475
1990-02-26,29.88866424560547,30.12587547302246,29.77005958557129,30.12587547302246,9.157670974731445,1058548
1990-02-27,30.12587547302246,30.481693267822266,30.00727081298828,30.185178756713867,9.175700187683105,1242561
1990-02-28,30.12587547302246,30.83751106262207,30.066572189331055,30.600299835205078,9.301887512207031,1599837
1990-03-01,30.600299835205078,31.430540084838867,30.600299835205078,31.193328857421875,9.482157707214355,1722723
